-0.19973916,-0.17779809,-0.15850735,-0.14171626,-0.12837135,-0.1232227,-0.1988493,-0.17775194,-0.15954024,-0.14407785,-0.13226273,-0.12793285,-0.19747479,-0.17732103,-0.16027354,-0.14621078,-0.13597801,-0.13248535,-0.19657996,-0.17695525,-0.16054551,-0.14723715,-0.1378464,-0.13479556,-0.19260386,-0.17073877,-0.15154704,-0.13487935,-0.12167777,-0.11660625,-0.19188799,-0.17087741,-0.15277447,-0.13744417,-0.12577959,-0.12152977,-0.19070341,-0.17064698,-0.15371753,-0.13979502,-0.12971934,-0.12630929,-0.18991365,-0.17039163,-0.15410459,-0.14094048,-0.13170994,-0.12874289,-0.18315408,-0.16139082,-0.14233119,-0.12582761,-0.11281625,-0.10784696,-0.18266419,-0.16176972,-0.14381168,-0.12865692,-0.117192,-0.11304823,-0.18172676,-0.16180032,-0.14502802,-0.13129176,-0.12142431,-0.11812363,-0.18107387,-0.16168888,-0.18107387,-0.13259254,-0.12357432,-0.12071818,-0.16235929,-0.14082507,-0.12206004,-0.10592054,-0.09332949,-0.08858553,-0.16234928,-0.14171499,-0.12407943,-0.10931356,-0.09828935,-0.09437909,-0.16193843,-0.14230251,-0.12587934,-0.11255519,-0.10314688,-0.10008685,-0.16157783,-0.14249876,-0.12673748,-0.11418838,-0.1056381,-0.10302587,-0.13934277,-0.11807011,-0.09963766,-0.08390608,-0.07178338,-0.06728966,-0.13983652,-0.11949798,-0.10222542,-0.08789445,-0.07736055,-0.07370928,-0.13998174,-0.12067473,-0.10464361,-0.09177948,-0.0828813,-0.08008779,-0.13993089,-0.12119755,-0.10584282,-0.09376608,-0.0857353,-0.08339304,-0.13281815,-0.1116212,-0.09328428,-0.07766937,-0.0656801,-0.0612575,-0.13344957,-0.11319637,-0.09602791,-0.08182113,-0.07142679,-0.06784905,-0.13374742,-0.11453508,-0.09861622,-0.0858833,-0.07713016,-0.07441227,-0.13378181,-0.11514788,-0.09990948,-0.08796738,-0.08008426,-0.07781855,-0.09846462,-0.07767793,-0.05985383,-0.0448609,-0.03357963,-0.02953326,-0.09978401,-0.07999142,-0.06338031,-0.04983461,-0.04017974,-0.03699056,-0.10084956,-0.08214661,-0.06682748,-0.05479194,-0.0468064,-0.04448758,-0.10131449,-0.08321463,-0.06859707,-0.10131449,-0.0502678,-0.04840587,,
0.67671584,0.66540647,0.65063533,0.63220372,0.61077304,0.59923316,0.65511343,0.64229885,0.62621611,0.60665648,0.58434586,0.57247449,0.63212602,0.61787336,0.60056145,0.57997252,0.55689328,0.54474921,0.61963881,0.60466606,0.58674849,0.56566407,0.5422296,0.52996706,0.67829629,0.66684074,0.65194118,0.63339791,0.61187864,0.60030466,0.65678357,0.64382719,0.62762216,0.60795882,0.58556914,0.57366887,0.63387855,0.61948926,0.6020619,0.58137787,0.55822963,0.54606209,0.62143133,0.60632495,0.58829576,0.56712098,0.54362294,0.53133987,0.68024957,0.6686017,0.65353354,0.63484405,0.61320924,0.601591,0.65885771,0.64571491,0.62934946,0.60955051,0.58705793,0.57512033,0.63606424,0.62149547,0.60391682,0.58310864,0.55987086,0.5476732,0.62367139,0.60838955,0.62367139,0.56892154,0.5453412,0.53303186,0.68399317,0.67192711,0.65649362,0.63748884,0.61560675,0.60389469,0.66287513,0.64932745,0.632615,0.61252435,0.58981252,0.57779639,0.64033638,0.62537834,0.60747307,0.58639863,0.5629712,0.55071096,0.62806857,0.61240648,0.59391591,0.57237095,0.54861693,0.53625354,0.68725976,0.67473833,0.65890915,0.63956533,0.61742033,0.60561001,0.66645629,0.65246858,0.63538123,0.61497808,0.59203472,0.57993739,0.64421319,0.62883296,0.61057584,0.58921749,0.5655916,0.55326789,0.63209179,0.61601777,0.59718823,0.57537501,0.55144035,0.53902299,0.68801995,0.67537079,0.659431,0.63999291,0.61777539,0.60593825,0.66730768,0.65319669,0.63600474,0.61551493,0.59250801,0.58038872,0.64515082,0.62965249,0.61129741,0.58986057,0.56618056,0.55383996,0.63307236,0.61688321,0.5979594,0.57607216,0.55208848,0.53965691,0.69082613,0.67751352,0.66100229,0.64108052,0.61849527,0.60652429,0.67060725,0.65585715,0.6381261,0.61719337,0.59386648,0.58163919,0.64892064,0.63281127,0.61395276,0.59211676,0.56816699,0.55574521,0.63707781,0.62029368,0.6008863,0.63707781,0.5543974,0.54189897,,
-0.04710377,-0.04710377,-0.04371771,-0.04371771,-0.03736105,-0.03736105,-0.03696405,-0.03696405,-0.03329694,-0.03329694,-0.03107437,-0.03107437,-0.02806241,-0.02806241,-0.02642652,-0.02642652,-0.02408689,-0.02408689,-0.0199886,-0.0199886,-0.01965168,-0.01965168,-0.01876846,-0.01876846,-0.01664859,-0.01664859,-0.01565477,-0.01565477,-0.01522958,-0.01522957,-0.01250441,-0.0125044,-0.00971654,-0.00971654,-0.00932854,-0.00932854,-0.00887164,-0.00887164,-0.00860402,-0.00860402,-0.00771046,-0.00771046,-0.00755248,-0.00755248,-0.00504505,-0.00504505,-0.00468315,-0.00468315,-0.00207566,-0.00207565,-0.00023537,-0.00023537,0.00041071,0.00041072,0.00124978,0.00124978,0.00210719,0.0021072,0.00390567,0.00390567,0.00472561,0.00472561,0.0075313,0.00753131,0.00913706,0.00913706,0.00950609,0.00950609,0.00950609,0.01005118,0.01005118,0.01055024,0.01055024,0.01163761,0.01163761,0.01203638,0.01203638,0.01318546,0.01318546,0.01396794,0.01396794,0.01423456,0.01462263,0.01462263,0.01720662,0.01720663,0.01915577,0.01915577,0.01922494,0.01922494,0.01959353,0.01959353,0.02005637,0.02005637,0.02019069,0.0204436,0.02044361,0.02111408,0.02241931,0.02241931,0.02312939,0.0231294,0.02416951,0.02680265,0.02680265,0.02752307,0.02752308,0.02786796,0.02868595,0.02868595,0.02887013,0.02887013,0.03053973,0.03053974,0.03158893,0.03181706,0.03181706,0.03214919,0.0321492,0.03284737,0.03497953,0.03599288,0.03780065,0.03780065,0.03796287,0.03796287,0.03885793,0.03964312,0.03964312,0.03981869,0.03981869,0.04066211,0.04085851,0.04167538,0.04167538,0.04168805,0.04168805,0.04267407,0.04405469,0.0440547,0.0450458,0.04681032,0.04681032,0.04764915,0.04764915,0.04781483,0.04833107,0.04833107,0.04869749,0.04935996,0.04943365,0.04943365,0.05043065,0.05637871,0.05637871,0.05682816,0.05682816,0.05739354,0.057866,0.05945989,0.0594599,0.06046738,0.06573807,0.06573808,0.06676227,0.06927036,0.06927036,0.07028741,,
0.72443433,0.7245158,0.72451581,0.72613826,0.72613826,0.72663706,0.72663706,0.73233679,0.73242735,0.73242735,0.73381467,0.73389422,0.73389423,0.73429411,0.73429411,0.73503475,0.73503475,0.73546236,0.73546236,0.73590225,0.73590225,0.74165202,0.74174046,0.74174046,0.7435478,0.74354781,0.74422448,0.74422448,0.74682289,0.7469305,0.7469305,0.74925679,0.74925679,0.75045305,0.75045305,0.7519626,0.75203675,0.75345399,0.75345399,0.75373403,0.75373403,0.75599717,0.75610232,0.75610232,0.75835974,0.75835974,0.75948269,0.75948269,0.75961933,0.759702,0.759702,0.76064927,0.76077375,0.76077375,0.76134879,0.76134879,0.76185609,0.76185609,0.76355525,0.76355525,0.76520384,0.76520384,0.76629283,0.76629283,0.76754347,0.76754347,0.76764978,0.76764978,0.76965978,0.76978146,0.76978146,0.77248492,0.77248492,0.77358829,0.7736822,0.773687,0.773687,0.77375857,0.77375857,0.77405115,0.77405115,0.77523137,0.77523137,0.77555769,0.77555769,0.77576604,0.77576604,0.77670203,0.77670203,0.77861258,0.77867394,0.77867394,0.77965246,0.77965246,0.77973848,0.77973848,0.78584765,0.78591703,0.78591703,0.78683075,0.78694535,0.78694535,0.7871975,0.7871975,0.78724698,0.78732538,0.78732538,0.78733888,0.78733888,0.7892304,0.7892304,0.78945325,0.78945325,0.78997213,0.78997213,0.79001836,0.79001836,0.79007192,0.79007192,0.79007192,0.79061678,0.79061678,0.7908156,0.7908156,0.79092254,0.79092254,0.79699785,0.79705922,0.79705922,0.79802294,0.79802294,0.79812021,0.79812021,0.79896784,0.79905232,0.79905232,0.80005092,0.80015824,0.80015824,0.80074017,0.80074017,0.80127238,0.80127238,0.8024657,0.8024657,0.80362113,0.80362113,0.80961245,0.80968854,0.80968854,0.8111469,0.8111469,0.81129755,0.81139704,0.81139704,0.81144422,0.81144422,0.81349013,0.81349013,0.81442559,0.81442559,0.82140946,0.82150022,0.82150022,0.82335448,0.82335448,0.824046,0.824046,,
-0.34606,-0.34662,-0.34618,-0.28889,-0.28889,-0.28889,-0.23012411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.60588,0.605629,0.605826,0.62822,0.62822,0.62822,0.644208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.866901693,0.865501125,0.86660119,1.038457544,1.038457544,1.038457544,1.303644368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.990295108,0.990705531,0.990383377,0.955079431,0.955079431,0.955079431,0.931376201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
