-0.19893986,-0.17568295,-0.15523531,-0.13743724,-0.12329201,-0.11783459,-0.197376,-0.17501339,-0.15570951,-0.13931981,-0.12679612,-0.12220657,-0.1953413,-0.17397889,-0.15590904,-0.14100291,-0.13015647,-0.12645434,-0.1941092,-0.17330757,-0.15591371,-0.14180722,-0.1318533,-0.12861949,-0.19171655,-0.16854017,-0.14819749,-0.13053021,-0.11653691,-0.11116124,-0.19032968,-0.16805906,-0.14887046,-0.13262078,-0.12025665,-0.11575196,-0.18848835,-0.1672291,-0.14928437,-0.13452691,-0.12384697,-0.12023241,-0.18736327,-0.16667048,-0.14940669,-0.1354531,-0.12566899,-0.122524,-0.18215034,-0.1590819,-0.13887923,-0.12138591,-0.10759424,-0.10232693,-0.18099345,-0.1588459,-0.13981089,-0.12374728,-0.11159479,-0.1072025,-0.17940383,-0.15828237,-0.14050421,-0.12594417,-0.11548494,-0.11198632,-0.17841821,-0.15787068,-0.17841821,-0.12702938,-0.11747033,-0.11444289,-0.16109977,-0.13827411,-0.11838371,-0.1012763,-0.08793014,-0.08290169,-0.16043164,-0.13855988,-0.11986668,-0.10421529,-0.09252993,-0.08838518,-0.15937872,-0.1385652,-0.12115711,-0.10703388,-0.09706134,-0.0938178,-0.15869115,-0.13846787,-0.12176136,-0.10845967,-0.09939662,-0.09662773,-0.13780066,-0.11525225,-0.09571438,-0.07903935,-0.06618964,-0.06142641,-0.13764624,-0.11608797,-0.09777954,-0.08258912,-0.07142349,-0.06755324,-0.13716072,-0.11669583,-0.0997033,-0.08606769,-0.07663587,-0.07367482,-0.13678932,-0.11693251,-0.10065694,-0.08785593,-0.07934354,-0.07686081,-0.131196,-0.10872783,-0.08929123,-0.07273986,-0.06003158,-0.05534375,-0.1311821,-0.10971428,-0.0915162,-0.07645742,-0.06543971,-0.06164741,-0.13085243,-0.1104879,-0.09361436,-0.08011783,-0.07083975,-0.06795887,-0.13056812,-0.11081668,-0.09466441,-0.08200612,-0.07365024,-0.07124865,-0.09642118,-0.07438788,-0.05549484,-0.03960276,-0.02764494,-0.02335589,-0.09711041,-0.07613082,-0.05852353,-0.04416547,-0.03393158,-0.03055114,-0.0975657,-0.0777411,-0.06150325,-0.04874593,-0.04028147,-0.03782359,-0.0977217,-0.07853636,-0.06304217,-0.0977217,-0.04361365,-0.04164007
0.6886697,0.67668209,0.66102511,0.64148812,0.61877221,0.60654027,0.66660656,0.65302348,0.63597623,0.61524358,0.59159496,0.57901164,0.64310714,0.62799973,0.60964959,0.58782592,0.56336258,0.5504902,0.63033388,0.6144632,0.59547108,0.5731222,0.54828232,0.53528438,0.69025383,0.67811126,0.66231816,0.64266282,0.619853,0.60758491,0.66827608,0.65454267,0.63736581,0.61652323,0.5927908,0.58017685,0.64485471,0.62960248,0.61112996,0.58920549,0.564669,0.55177176,0.63211919,0.61610686,0.59699643,0.57455177,0.54964451,0.5366248,0.69221089,0.67986448,0.66389266,0.64408233,0.62115004,0.60883504,0.67034834,0.65641734,0.63907044,0.61808411,0.59424261,0.58158909,0.64703285,0.63159037,0.6129575,0.59090142,0.56627004,0.55334087,0.63434876,0.61815044,0.63434876,0.57631547,0.55132098,0.53827343,0.69595851,0.68316883,0.66680977,0.64666525,0.62347085,0.6110564,0.67435753,0.65999737,0.64228265,0.62098713,0.59691323,0.58417648,0.65128447,0.63542938,0.6164503,0.59411199,0.56927958,0.55628407,0.63871903,0.62211765,0.60251817,0.57968113,0.55450255,0.5413977,0.69922272,0.68595036,0.66917188,0.64866798,0.62519491,0.6126763,0.67792301,0.66309644,0.64498433,0.62335758,0.59903826,0.58621544,0.65513231,0.6388297,0.61947768,0.59683843,0.57179565,0.55873288,0.64270637,0.62566837,0.60570959,0.58258819,0.55721813,0.54405608,0.69998094,0.68657318,0.66967746,0.64907364,0.6255237,0.61297667,0.6787687,0.66381146,0.64558848,0.62386986,0.59948318,0.58663708,0.65606053,0.63963274,0.62017687,0.59745444,0.57235429,0.5592736,0.6436756,0.62651556,0.60645686,0.58325701,0.55783499,0.54465788,0.70276728,0.68865628,0.67115486,0.65003834,0.62609861,0.61340972,0.68202916,0.66639448,0.64760006,0.62541196,0.60068612,0.58772554,0.65977201,0.64269654,0.62270705,0.59956152,0.57417544,0.56100871,0.64761278,0.62982208,0.60925081,0.64761278,0.55997389,0.54672592
-0.02662077,-0.01451304,-0.0035708,0.00675254,0.01697115,0.0211228,-0.03256292,-0.02097264,-0.0106083,-0.00096669,0.00836346,0.01204774,-0.03858942,-0.0275437,-0.01778131,-0.0088435,-0.00042275,0.00278611,-0.04180725,-0.03105944,-0.02162395,-0.01306595,-0.00513291,-0.00217786,0.00269358,0.01457873,0.0252716,0.0353,0.04513328,0.04908186,-0.00349796,0.00785562,0.01795758,0.02729169,0.03622357,0.03969928,-0.00980171,0.0009936,0.0104811,0.01909943,0.02710979,0.03010504,-0.01317706,-0.00268671,0.00646749,0.01469994,0.02221654,0.02495551,0.03296225,0.04461131,0.05504097,0.06475933,0.07418912,0.07792566,0.02653716,0.03764021,0.0474657,0.05647699,0.06499235,0.06825054,0.01997071,0.03050148,0.03969976,0.04798316,0.05556484,0.05833754,0.01644503,0.02666364,0.01644503,0.04341352,0.05049539,0.05300935,-0.02662077,-0.01451303,-0.0035708,0.00675253,0.01697115,0.0211228,-0.03256292,-0.02097263,-0.0106083,-0.00096669,0.00836346,0.01204774,-0.03858942,-0.0275437,-0.01778131,-0.0088435,-0.00042275,0.00278611,-0.04180726,-0.03105945,-0.02162395,-0.01306595,-0.00513292,-0.00217786,0.00269357,0.01457873,0.0252716,0.0353,0.04513328,0.04908186,-0.00349796,0.00785562,0.01795759,0.02729169,0.03622357,0.03969929,-0.00980171,0.0009936,0.0104811,0.01909943,0.02710979,0.03010503,-0.01317705,-0.00268671,0.00646749,0.01469994,0.02221654,0.02495551,0.03188539,0.04354296,0.05398209,0.06371158,0.07315583,0.07689996,0.02546818,0.03658025,0.04641568,0.05543856,0.06396883,0.0672348,0.01891066,0.02945094,0.03865962,0.04695503,0.05455205,0.05733271,0.01539011,0.02561849,0.0344876,0.04239123,0.04948864,0.05201065,0.03188539,0.04354296,0.05398209,0.06371158,0.07315584,0.07689996,0.02546819,0.03658026,0.04641568,0.05543856,0.06396883,0.0672348,0.01891066,0.02945095,0.03865962,0.04695503,0.05455205,0.05733271,0.01539011,0.02561849,0.0344876,0.01539011,0.04948865,0.05201065
0.83649104,0.82629368,0.81484126,0.80126776,0.78349791,0.77412002,0.82349274,0.81271087,0.80073294,0.78666701,0.768415,0.75884383,0.8096505,0.79831139,0.78583798,0.77131467,0.75262567,0.7428848,0.80201262,0.79039075,0.77766826,0.76291795,0.74401677,0.73419593,0.83571657,0.82526064,0.81357506,0.79978223,0.78179628,0.77233108,0.82310571,0.81207487,0.79987484,0.785603,0.76715282,0.75750395,0.80965149,0.79807372,0.78538997,0.77067483,0.75180628,0.74199763,0.80221871,0.79036392,0.77743755,0.7625031,0.74343249,0.73354921,0.83367657,0.82295822,0.81103712,0.79702412,0.77882338,0.7692725,0.82146943,0.81018644,0.79776267,0.78328484,0.76463876,0.75491428,0.80842065,0.79660176,0.78370672,0.76880048,0.74975564,0.73988177,0.80120264,0.78911283,0.80120264,0.76086461,0.74162832,0.73168542,0.83649104,0.82629368,0.81484126,0.80126776,0.78349792,0.77412002,0.82349274,0.81271087,0.80073294,0.78666701,0.768415,0.75884383,0.8096505,0.79831139,0.78583798,0.77131467,0.75262567,0.7428848,0.80201262,0.79039075,0.77766826,0.76291795,0.74401677,0.73419593,0.83571657,0.82526064,0.81357506,0.79978223,0.78179628,0.77233108,0.82310571,0.81207487,0.79987484,0.785603,0.76715282,0.75750395,0.80965149,0.79807372,0.78538997,0.77067483,0.75180629,0.74199763,0.80221871,0.79036392,0.77743755,0.7625031,0.74343249,0.73354921,0.83377087,0.82306179,0.81114898,0.79714369,0.77895046,0.76940254,0.82154931,0.81027521,0.7978593,0.78338869,0.76474943,0.75502757,0.80848604,0.79667563,0.78378802,0.76888845,0.74984972,0.73997809,0.80126033,0.78917879,0.77605517,0.76094413,0.74171357,0.73177271,0.83377087,0.82306179,0.81114898,0.79714369,0.77895045,0.76940254,0.82154931,0.81027521,0.7978593,0.78338869,0.76474943,0.75502757,0.80848604,0.79667563,0.78378801,0.76888845,0.74984973,0.73997809,0.80126033,0.78917879,0.77605517,0.80126033,0.74171357,0.73177271
-0.35102,-0.35158,-0.35114,-0.29311,-0.29311,-0.29311,-0.23358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.617441,0.617187,0.617386,0.640139,0.640139,0.640139,0.656434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.854652157,0.853290858,0.854360084,1.023506533,1.023506533,1.023506533,1.284356537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.971752767,0.972152686,0.971839336,0.937296431,0.937296431,0.937296431,0.914029438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
