-0.1970663,-0.17408457,-0.15387888,-0.13629139,-0.12231354,-0.11692068,-0.195521,-0.17342299,-0.15434752,-0.13815174,-0.12577623,-0.12124099,-0.19351042,-0.17240077,-0.15454473,-0.13981498,-0.12909687,-0.12543855,-0.19229293,-0.17173743,-0.15454937,-0.1406098,-0.13077365,-0.1275781,-0.18992849,-0.16702634,-0.14692436,-0.12946612,-0.11563839,-0.11032633,-0.18855809,-0.16655098,-0.14758942,-0.131532,-0.11931417,-0.11486279,-0.18673859,-0.16573089,-0.14799848,-0.13341563,-0.12286206,-0.11929027,-0.18562686,-0.1651789,-0.14811938,-0.13433089,-0.12466255,-0.12155477,-0.18047552,-0.15768003,-0.1377164,-0.12043006,-0.10680157,-0.10159659,-0.17933237,-0.15744688,-0.13863709,-0.12276354,-0.11075484,-0.10641453,-0.17776161,-0.15689006,-0.13932225,-0.12493449,-0.11459902,-0.11114179,-0.17678768,-0.15648326,-0.17678768,-0.12600689,-0.11656094,-0.11356933,-0.15967412,-0.13711854,-0.11746349,-0.10055849,-0.08737025,-0.08240129,-0.15901395,-0.13740098,-0.11892896,-0.10346276,-0.09191567,-0.08781995,-0.15797353,-0.13740629,-0.12020417,-0.10624805,-0.09639351,-0.09318834,-0.15729413,-0.13731014,-0.1208013,-0.107657,-0.09870118,-0.09596505,-0.13665079,-0.11436918,-0.09506248,-0.07858476,-0.06588708,-0.06118022,-0.13649826,-0.11519507,-0.09710327,-0.08209259,-0.07105906,-0.06723461,-0.13601853,-0.11579579,-0.09900432,-0.08553004,-0.07620982,-0.07328381,-0.13565155,-0.11602969,-0.0999467,-0.08729715,-0.07888548,-0.07643212,-0.13012431,-0.10792199,-0.08871536,-0.07235983,-0.05980191,-0.05516955,-0.13011062,-0.10889682,-0.09091406,-0.07603346,-0.06514611,-0.06139868,-0.12978491,-0.10966134,-0.09298745,-0.07965061,-0.07048231,-0.06763551,-0.12950399,-0.10998625,-0.0940251,-0.08151659,-0.07325957,-0.0708864,-0.09576109,-0.0739885,-0.055319,-0.03961496,-0.02779862,-0.02356033,-0.09644223,-0.07571088,-0.05831191,-0.04412374,-0.03401094,-0.0306705,-0.09689218,-0.07730215,-0.06125644,-0.04865006,-0.04028576,-0.03785696,-0.09704637,-0.07808803,-0.06277717,-0.09704637,-0.04357854,-0.0416283,
0.68102939,0.66918362,0.6537119,0.63440607,0.61195894,0.59987173,0.65922734,0.64580497,0.62895943,0.60847209,0.58510329,0.57266886,0.63600599,0.62107734,0.60294432,0.58137887,0.55720498,0.54448491,0.62338388,0.60770098,0.58893358,0.56684914,0.54230317,0.52945902,0.68259475,0.67059586,0.65498962,0.63556684,0.61302692,0.60090398,0.66087707,0.64730616,0.63033254,0.60973657,0.58628495,0.57382025,0.63773286,0.62266109,0.60440715,0.58274209,0.55849592,0.54575128,0.62514804,0.60932517,0.59044086,0.56826177,0.54364922,0.53078356,0.68452861,0.67232829,0.65654545,0.63696952,0.61430857,0.60213928,0.66292478,0.64915862,0.63201696,0.61127895,0.58771955,0.57521575,0.63988519,0.62462543,0.60621302,0.58441792,0.56007798,0.54730179,0.62735119,0.61134453,0.62735119,0.57000456,0.54530581,0.53241264,0.68823182,0.67559347,0.65942796,0.6395218,0.61660184,0.60433428,0.66688645,0.65269621,0.63519109,0.61414754,0.59035849,0.57777244,0.64408643,0.62841893,0.60966442,0.58759042,0.56305183,0.55021009,0.63166967,0.61526473,0.59589716,0.57333033,0.54844966,0.53549987,0.69145732,0.678342,0.66176204,0.64150075,0.61830542,0.60593493,0.67040966,0.65575852,0.63786072,0.61648986,0.59245829,0.57978719,0.64788865,0.63177894,0.61265589,0.59028452,0.56553805,0.55262984,0.63560975,0.61877335,0.59905073,0.5762029,0.55113303,0.53812671,0.69220654,0.67895743,0.66226162,0.64190159,0.6186303,0.60623173,0.67124533,0.65646506,0.6384577,0.61699606,0.59289793,0.58020382,0.64880587,0.63257245,0.61334679,0.59089321,0.56609006,0.55316414,0.63656749,0.61961049,0.59978913,0.57686379,0.55174256,0.53872137,0.6949598,0.68101577,0.66372142,0.64285476,0.61919829,0.60665954,0.67446709,0.6590174,0.64044536,0.6185198,0.59408651,0.58127929,0.65247332,0.63559989,0.61584692,0.59297525,0.56788954,0.5548786,0.64045797,0.62287778,0.60254991,0.64045797,0.55385605,0.54076482,
-0.02678632,-0.01482185,-0.00400908,0.00619211,0.01628981,0.02039234,-0.03265819,-0.02120504,-0.01096334,-0.00143581,0.00778394,0.01142463,-0.0386134,-0.02769837,-0.01805149,-0.00921944,-0.00089833,0.00227257,-0.04179317,-0.03117253,-0.02184868,-0.01339194,-0.00555277,-0.00263268,0.00218104,0.01392556,0.02449191,0.03440165,0.04411858,0.04802044,-0.00393727,0.00728198,0.01726441,0.02648808,0.03531427,0.03874886,-0.01016645,0.00050113,0.00987637,0.01839272,0.02630831,0.02926811,-0.01350187,-0.00313564,0.00591024,0.01404528,0.02147295,0.0241795,0.03209143,0.04360266,0.05390891,0.06351228,0.07283049,0.07652283,0.02574234,0.03671401,0.04642324,0.05532791,0.06374252,0.06696215,0.01925355,0.02965972,0.03874917,0.04693456,0.05442653,0.05716642,0.01576959,0.02586729,0.01576959,0.04241898,0.04941705,0.05190127,-0.02678632,-0.01482185,-0.00400908,0.0061921,0.01628981,0.02039234,-0.03265819,-0.02120504,-0.01096334,-0.00143581,0.00778395,0.01142463,-0.0386134,-0.02769837,-0.01805149,-0.00921944,-0.00089833,0.00227257,-0.04179318,-0.03117253,-0.02184868,-0.01339194,-0.00555277,-0.00263268,0.00218103,0.01392556,0.02449192,0.03440166,0.04411859,0.04802044,-0.00393727,0.00728198,0.01726442,0.02648808,0.03531427,0.03874886,-0.01016645,0.00050113,0.00987637,0.01839272,0.0263083,0.02926811,-0.01350187,-0.00313565,0.00591024,0.01404528,0.02147295,0.0241795,0.03102732,0.04254695,0.05286256,0.06247693,0.07180944,0.07550927,0.02468601,0.0356666,0.04538566,0.05430177,0.06273111,0.06595844,0.01820605,0.02862163,0.03772134,0.0459186,0.05342573,0.05617349,0.01472715,0.02483451,0.03359868,0.04140879,0.04842222,0.05091438,0.03102732,0.04254695,0.05286256,0.06247693,0.07180945,0.07550927,0.02468602,0.03566661,0.04538566,0.05430178,0.06273112,0.06595844,0.01820605,0.02862163,0.03772134,0.0459186,0.05342573,0.05617349,0.01472715,0.02483451,0.03359867,0.01472715,0.04842223,0.05091439,
0.82710142,0.81702472,0.80570781,0.79229492,0.77473533,0.76546839,0.81425694,0.80360265,0.79176644,0.77786694,0.75983089,0.75037297,0.8005785,0.78937356,0.77704773,0.76269626,0.7442284,0.73460279,0.793031,0.78154665,0.76897469,0.75439891,0.73572137,0.72601674,0.82633605,0.81600384,0.80445652,0.79082689,0.77305376,0.76370055,0.81387442,0.8029741,0.79091843,0.77681545,0.75858358,0.74904888,0.80057941,0.78913863,0.77660496,0.76206393,0.74341864,0.73372604,0.79323458,0.78152006,0.76874664,0.7539889,0.73514393,0.72537759,0.82432012,0.8137286,0.80194856,0.78810135,0.77011597,0.76067809,0.81225743,0.80110795,0.78883118,0.77452466,0.7560992,0.74648978,0.79936307,0.78768402,0.77494156,0.76021169,0.74139219,0.73163515,0.79223046,0.78028371,0.79223046,0.75236972,0.73336104,0.72353579,0.82710143,0.81702472,0.80570781,0.79229492,0.77473533,0.76546839,0.81425694,0.80360265,0.79176644,0.77786694,0.75983089,0.75037297,0.8005785,0.78937356,0.77704773,0.76269626,0.7442284,0.73460279,0.793031,0.78154665,0.76897469,0.75439891,0.73572137,0.72601674,0.82633605,0.81600384,0.80445652,0.79082689,0.77305376,0.76370055,0.81387442,0.8029741,0.79091843,0.77681545,0.75858358,0.74904888,0.80057941,0.78913863,0.77660496,0.76206393,0.74341864,0.73372605,0.79323458,0.78152006,0.76874664,0.7539889,0.73514393,0.72537759,0.82441331,0.81383094,0.80205909,0.78821952,0.77024154,0.7608066,0.81233637,0.80119568,0.78892667,0.77462728,0.75620856,0.74660173,0.79942768,0.78775702,0.77502189,0.76029862,0.74148516,0.73173034,0.79228748,0.78034889,0.76738055,0.75244831,0.73344529,0.72362205,0.82441331,0.81383094,0.80205909,0.78821952,0.77024154,0.7608066,0.81233637,0.80119568,0.78892667,0.77462728,0.75620856,0.74660173,0.79942768,0.78775702,0.77502189,0.76029862,0.74148517,0.73173034,0.79228748,0.78034889,0.76738055,0.79228748,0.73344529,0.72362205,
-0.34735,-0.3479,-0.34747,-0.29012,-0.29012,-0.29012,-0.23129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.610644,0.610392,0.610589,0.633073,0.633073,0.633073,0.649175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.863682165,0.862316758,0.863383889,1.034054874,1.034054874,1.034054874,1.297072939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.982569222,0.982974875,0.982657729,0.947757999,0.947757999,0.947757999,0.92425001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
